name;surname;birthDate;gender;maritialStatus;numberOfChildrens;priceFactor
Emely;Richmond;06/24/1963 20:34;female;married;0;1.21
Arthur;Gregory;04/15/1999 18:15;male;married;4;1.22
Jude;Mccall;10/28/1955 18:39;male;married;4;0.56
Bria;Ford;09/28/1958 03:13;female;married;1;0.54
Jayda;Cobb;06/29/1950 18:37;female;married;1;0.88
Jonas;Castro;05/12/1949 14:33;male;married;4;0.76
Logan;Frost;12/29/1969 15:50;male;married;1;0.89
Remington;Cross;01/20/1970 02:41;female;single;0;0.66
Boston;Greer;05/18/1956 02:34;male;married;0;1.1
Melany;Nunez;04/08/1982 22:18;female;married;1;1.32
Raegan;Vargas;12/06/1971 23:05;female;married;0;0.72
Arlette;Fitzgerald;01/26/1964 07:43;female;single;4;1.48
Aayan;Lott;12/30/1948 20:38;male;single;4;0.8
Titan;Beck;12/31/1983 12:50;male;single;4;0.74
Jakari;Vang;09/24/1992 10:51;male;married;4;0.64
Anastasia;Charles;06/24/1962 20:25;female;married;3;1.27
Declan;Hensley;01/17/1995 17:35;male;single;4;1.29
Kohen;Durham;07/02/1993 22:48;male;married;0;0.78
Kaden;Walker;10/01/1963 07:29;male;married;1;1.43
Ermias;Mccormick;11/07/1999 16:48;male;married;0;0.7
Maia;Haney;03/30/1987 12:40;female;married;2;0.68
Juniper;Ramirez;04/12/1962 07:52;female;single;0;0.88
Declan;Conway;01/19/1985 14:17;male;married;0;1.27
Analia;Head;06/07/1993 01:39;female;married;0;0.72
Khaleesi;Cline;12/13/1952 15:57;female;married;4;1.01
Maliah;Bishop;12/19/1993 17:40;female;married;4;0.62
Taylor;Hanson;01/04/1951 00:35;female;single;0;1.28
Byron;Peterson;01/29/1944 01:58;male;single;0;1.23
Julian;Ballard;12/01/1942 12:23;male;single;3;0.98
Avah;Gilbert;02/18/1946 09:00;female;single;2;1.17
Journi;Ruiz;09/21/1946 11:10;female;single;0;1.32
Ezequiel;Ryan;05/03/1948 21:46;male;married;1;0.81
Spencer;Robbins;09/16/1970 06:42;male;married;4;0.66
Albert;Weber;12/13/1960 14:50;male;single;2;0.63
Hayes;Mcbride;10/03/1957 18:53;male;married;3;1.1
Samira;Grimes;05/28/1963 00:21;female;married;1;0.75
Alisson;Dennis;06/10/1974 10:58;female;married;0;0.55
Yahir;Sosa;12/16/1943 07:07;male;married;2;1.28
Emerson;Garza;11/30/1959 07:10;female;single;4;0.71
Marcus;Pope;12/31/1961 19:01;male;single;2;0.65
Penny;Kidd;05/05/1956 22:04;female;married;0;1.3
Julieta;Day;08/11/1958 16:16;female;single;4;0.51
Harriet;Fernandez;08/14/1993 17:05;female;married;0;1.14
Titan;Hammond;09/05/1980 20:13;male;single;2;1.15
Colten;Michael;03/12/1993 15:54;male;single;0;1.45
Chaya;Donovan;01/22/1973 03:59;female;single;2;1.44
Kiera;Booker;07/25/1990 11:36;female;married;0;0.84
Valentino;Burks;06/08/1987 11:42;male;single;4;1.44
Aayan;Mueller;05/05/1952 04:37;male;married;4;1.49
Rylie;Banks;11/14/1998 23:28;female;married;3;1.28
Analia;Morgan;06/07/1984 14:39;female;married;1;1.06
Eileen;Blake;10/25/1958 22:53;female;single;2;0.52
Imani;Mills;10/08/1954 06:21;female;single;2;1.17
Octavia;Howell;07/03/1946 05:35;female;single;3;0.83
Jaxson;Silva;06/28/1961 23:03;male;married;0;1.37
Aviana;Wynn;05/13/1941 23:46;female;married;2;0.91
Navy;Potts;02/19/1985 17:21;female;married;2;1.1
Giuliana;Guthrie;08/09/1941 14:18;female;single;4;1.47
Aliana;Simon;05/30/1945 09:38;female;married;2;1.43
Justice;Willis;09/07/1950 06:17;male;single;3;0.81
Santana;Phillips;11/29/1985 14:28;male;married;4;1.49
Gabriel;Knapp;09/19/1960 04:17;male;married;3;1.09
Elias;Chase;12/27/1989 06:16;male;married;4;0.78
Adele;Castaneda;04/30/1992 20:11;female;single;3;0.82
Manuel;Heath;12/01/1950 07:39;male;married;0;0.89
Brycen;Morrison;04/12/1954 23:44;male;single;4;0.64
Lennox;Tucker;05/17/1999 03:42;male;married;2;1.35
Kyra;Williams;03/29/1996 15:56;female;single;3;0.71
Augustine;Henry;02/10/1973 14:16;male;married;0;1.2
Zachary;Soto;04/29/1976 02:26;male;single;0;1.0
Leyla;Rivas;05/06/1978 08:13;female;married;4;1.29
Marcus;Hurley;10/27/1988 10:03;male;single;2;1.3
Keegan;Mayer;12/03/1956 15:46;male;married;3;1.22
Kaliyah;Holloway;01/04/1971 20:49;female;married;1;0.86
Harlow;Rosario;12/29/1941 07:45;female;married;4;0.69
Rowan;Wilder;12/21/1971 07:41;male;single;0;0.9
Griffin;Mcdaniel;07/20/1999 06:22;male;married;1;0.63
Kash;Larson;06/28/1957 08:25;male;married;3;1.35
Colson;Mullen;02/24/1943 12:43;male;single;3;1.14
Macy;Sweet;09/27/1953 16:46;female;single;0;1.37
Conrad;Head;07/03/1946 00:21;male;single;4;0.62
Koa;Williamson;12/05/1982 17:48;male;married;4;0.86
Leonard;Lang;06/21/1988 01:22;male;single;2;0.52
Parker;Garza;04/17/1945 00:17;male;single;3;0.97
Kole;Kline;02/22/1951 05:32;male;single;4;0.91
Selah;Bridges;03/07/1983 22:16;female;married;4;0.78
Gunnar;Cooley;07/03/1966 11:11;male;married;0;1.13
Clyde;Farrell;11/15/1974 12:38;male;married;0;1.22
Jordyn;Griffith;02/17/1991 11:51;female;married;4;1.43
Sariyah;Conrad;02/17/1972 03:12;female;single;3;1.3
Deandre;Frazier;05/02/1968 03:54;male;married;2;0.86
Zara;Holcomb;03/14/1990 04:26;female;single;3;0.71
David;Cleveland;06/06/1992 05:17;male;single;1;1.27
Aliana;Robbins;09/27/1944 17:11;female;married;3;0.94
Jon;Compton;07/22/1969 06:12;male;married;1;0.59
Armani;Ashley;03/31/1955 15:25;female;single;4;0.81
Dani;Wilson;02/14/1971 13:01;female;married;4;0.94
Royce;Cox;07/24/1997 02:52;male;single;3;0.8
Khalil;Pittman;06/19/1996 16:31;male;single;2;0.53
Amiyah;Kemp;01/29/1995 06:17;female;married;4;1.13
Quentin;Nicholson;09/19/1966 18:17;male;married;2;0.68
Joshua;Hickman;10/29/1977 20:26;male;single;2;0.76
Arlo;Hoffman;03/14/1967 16:11;male;married;2;0.52
Roy;Dejesus;08/04/1942 09:10;male;single;4;0.8
Gabriel;Snyder;01/13/1993 03:17;male;single;0;1.05
Zara;Malone;05/19/1946 18:32;female;single;2;0.65
Devon;Hardin;08/18/1992 02:43;male;married;2;1.39
Heaven;Rosario;12/25/1943 08:39;female;married;1;0.98
Harlee;Santos;02/18/1946 06:14;female;married;3;0.68
Malia;Sanchez;04/30/1991 14:51;female;single;3;1.2
Ryker;Bray;04/03/1978 20:51;male;single;0;0.63
Jaxson;Mcintyre;01/09/1971 17:11;male;single;2;1.42
Phillip;Howard;11/05/1948 23:00;male;single;4;0.7
Shane;Forbes;12/19/1985 00:41;male;single;2;1.29
Royal;Hoffman;05/04/1953 08:10;male;married;1;1.29
Judith;Robertson;09/28/1964 05:53;female;single;0;0.88
Malani;Riddle;11/29/1998 03:12;female;single;2;0.94
Remington;Kennedy;05/04/1995 22:26;female;married;1;1.36
Cruz;Gordon;08/19/1971 12:49;male;married;1;1.38
Kennedi;Coleman;10/18/1969 15:13;female;single;4;1.49
Josephine;Gardner;01/02/1984 05:16;female;married;2;0.68
Serenity;Erickson;04/07/1963 03:05;female;married;2;1.07
Sienna;Woodard;03/12/1973 00:43;female;single;3;0.81
Brody;Shields;06/21/1987 19:46;male;married;4;0.61
Micah;Willis;01/01/1954 10:29;female;married;0;1.39
Quincy;Hubbard;08/15/1965 15:18;male;single;1;0.5
Ashley;Luna;10/05/1993 19:11;female;married;2;1.38
Callum;Bell;08/19/1946 10:12;male;married;4;0.92
Kinslee;Travis;01/01/1986 03:34;female;single;4;0.77
Irene;Cobb;08/07/1978 07:58;female;married;4;1.46
Alistair;Burton;06/12/1959 02:51;male;married;3;1.12
Barrett;Stark;12/01/1961 00:35;male;single;0;1.4
Reuben;Haynes;02/03/1942 20:52;male;married;2;1.45
Camilla;Henry;08/29/1982 21:03;female;married;4;0.68
Lyra;Ward;04/21/1950 23:04;female;single;4;0.62
Emilia;Carrillo;05/04/1958 09:18;female;married;2;1.31
Rocco;Watson;09/05/1995 01:39;male;married;4;1.28
Braxton;Wiley;05/27/1967 00:46;male;single;2;0.92
Kamila;Frost;02/04/1995 10:31;female;single;2;0.88
Valerie;Monroe;05/01/1945 05:33;female;single;1;0.51
Marcos;Riley;10/14/1968 18:46;male;married;2;0.78
Grant;Hampton;01/10/2000 07:42;male;married;3;1.15
Louie;Conrad;08/23/1991 06:22;male;single;3;1.23
Esther;Jefferson;10/30/1963 13:44;female;married;0;1.09
Haisley;Huber;09/20/1974 20:26;female;married;1;0.87
Reese;Chan;09/29/1952 13:41;male;single;4;1.35
Elyse;Lyons;10/20/1978 06:55;female;married;0;0.74
Jordy;Dean;11/05/1994 10:06;male;single;3;0.66
Amos;Morgan;05/21/1965 07:30;male;single;2;0.74
Malaya;Cervantes;08/08/1964 12:05;female;married;2;0.86
Emory;Luna;01/11/1981 04:26;male;married;3;1.48
Oaklynn;Hester;08/31/1989 16:44;female;single;0;0.99
Robin;Oliver;12/13/1978 09:31;female;married;4;1.22
Hallie;Downs;10/01/1998 04:15;female;married;2;1.49
Calliope;Branch;04/11/1969 08:58;female;single;0;0.61
Niklaus;Shaffer;12/06/1994 21:50;male;single;4;0.84
Milena;Frank;06/17/1961 03:09;female;single;3;0.5
Ford;Randolph;12/28/1995 17:50;male;single;2;1.49
Abram;Barrera;01/29/1974 22:40;male;single;1;1.39
Hope;Young;01/16/1996 22:55;female;single;1;1.22
Lachlan;Russo;03/09/1974 18:09;male;single;2;0.65
Bradley;Stephens;03/28/1987 09:32;male;married;3;1.29
Serenity;Lang;04/08/1983 09:43;female;single;2;1.11
Case;Haney;04/02/1994 12:58;male;married;4;0.67
Dhruv;Salas;04/07/1995 14:43;male;married;1;1.43
Anderson;Brewer;03/26/1944 04:19;male;single;0;0.62
Marquis;Anderson;11/21/1965 07:37;male;married;2;1.06
Patrick;Carson;09/10/1949 04:14;male;married;3;0.95
Andy;Galloway;10/18/1974 01:52;male;single;4;1.32
Bexley;Morrison;04/23/1986 16:52;female;single;1;0.83
Dane;Gutierrez;10/29/1999 11:41;male;single;0;0.6
Scott;Lindsey;05/30/1976 13:07;male;married;3;0.6
Gloria;Camacho;04/22/1969 15:40;female;married;3;1.09
Raymond;Mcgowan;07/26/1997 09:45;male;married;0;1.07
Rayna;Mccullough;01/11/1992 03:52;female;single;3;0.56
Charleigh;Hendrix;04/09/1972 20:22;female;married;0;1.06
Grey;Horn;10/10/1957 23:38;male;single;3;1.4
Gabriella;Boyle;03/19/1980 14:26;female;single;0;0.76
Brady;Barber;08/19/1984 06:42;male;single;0;1.23
Hadley;Shelton;09/15/1974 21:26;female;single;3;1.38
Zainab;Ochoa;08/23/1971 20:48;female;married;1;0.88
Kaiden;Pratt;06/07/1961 04:03;male;single;4;1.0
Braylen;Bentley;03/24/1955 22:53;male;married;0;1.46
Anaya;Barrett;03/06/1983 02:59;female;married;1;1.12
Alina;Parks;09/03/1996 12:21;female;married;0;0.57
Manuel;Huffman;02/22/1958 04:34;male;married;2;0.51
Rosie;Horn;04/09/1943 21:37;female;single;1;0.6
Daleyza;Cantu;07/22/1961 13:02;female;single;3;0.58
Eden;Cooper;03/03/1951 08:34;female;married;4;1.46
Ivory;Harrison;11/30/1954 21:57;female;single;3;1.22
Luella;Lester;10/16/1999 07:17;female;single;2;1.49
Alaia;Buck;06/16/1962 06:54;female;married;3;0.85
Leonel;Velasquez;07/26/1974 10:56;male;married;2;1.39
Charlie;Suarez;09/02/1944 02:48;female;married;2;1.3
Julien;Sheppard;04/13/1985 23:06;male;single;4;0.84
Legacy;Mcgee;01/18/1994 21:31;male;single;3;0.7
Javion;Sears;08/18/1994 21:35;male;married;1;0.91
Alejandro;Osborne;11/06/1949 10:43;male;married;4;1.1
Rylie;Benson;11/06/1980 19:45;female;married;3;1.31
Garrett;Schultz;12/03/1944 15:29;male;married;2;0.99
Dean;Holland;01/28/1944 01:18;male;married;0;1.01
Carter;Franks;10/23/1949 20:39;female;single;4;1.31
Sevyn;Chase;02/11/1966 01:26;female;married;3;0.67
Izabella;Mills;07/30/1956 16:41;female;married;0;1.23
Alexander;Rutledge;11/06/1947 21:30;male;married;1;0.95
Judah;Flynn;03/05/2000 01:27;male;married;2;1.12
Tinsley;Snyder;11/01/1981 08:03;female;married;4;1.47
Kaisley;Buchanan;02/15/1987 04:55;female;married;4;1.45
Vivienne;Ramos;04/06/1945 03:57;female;married;4;1.37
Guillermo;Bradshaw;06/12/1970 12:52;male;single;2;1.44
Ruth;Kennedy;01/13/1991 02:11;female;married;4;0.66
Lea;Turner;03/07/1950 13:59;female;single;0;0.92
Kiera;Sweeney;10/14/1985 11:34;female;married;2;1.46
Sariah;Cooke;12/14/1957 02:29;female;married;2;0.54
Izaiah;Hoover;05/26/1972 15:33;male;married;4;1.07
Harlow;Deleon;06/27/1950 01:08;female;married;0;1.04
Valeria;Wilkinson;11/12/1991 12:39;female;married;1;0.83
Imani;Hayden;09/24/1949 18:03;female;single;0;1.21
Clementine;Christian;12/26/1998 13:45;female;single;4;0.88
Remington;Gross;10/06/1968 18:38;female;single;0;1.41
Trinity;Thornton;04/14/1952 13:07;female;single;1;0.76
Valery;Blackwell;06/06/1984 10:18;female;single;2;1.31
Mylo;Carlson;02/15/1996 01:18;male;single;0;0.95
Ray;Glass;12/16/1976 23:15;male;married;4;0.58
Tate;West;12/10/1942 02:04;male;single;1;1.18
Rose;Mooney;01/02/1955 12:26;female;married;3;1.04
Kaya;Shelton;01/13/2000 19:33;female;single;2;1.44
Lacey;Marshall;10/29/1964 18:36;female;married;0;1.37
Paxton;Dalton;01/22/1963 23:41;male;married;1;0.67
Maurice;Foreman;02/10/1945 11:55;male;married;3;1.43
Edwin;Delaney;05/02/1977 07:15;male;single;4;0.96
Samir;Suarez;03/03/1942 20:47;male;married;2;1.39
Della;Vazquez;10/23/1974 14:27;female;single;4;0.86
Kynlee;Glenn;06/14/1962 22:58;female;married;0;1.35
Kylo;Hayden;01/15/1963 18:25;male;married;1;0.83
Aliyah;Dillon;05/13/1964 20:46;female;single;2;0.97
Lydia;Noel;01/22/1980 02:25;female;single;0;0.77
Jace;Leach;07/15/1952 19:51;male;married;4;1.16
Jonas;Lindsey;01/28/1973 07:19;male;married;2;0.69
Ledger;Benjamin;01/21/1963 11:40;male;single;3;1.35
Karlee;Malone;03/22/1975 05:34;female;single;3;0.6
Gideon;Coleman;07/17/1960 00:11;male;married;3;0.85
Oakleigh;Hale;03/01/1961 06:54;female;married;1;1.32
Beau;Compton;04/05/1948 07:07;male;married;1;1.24
Alayna;Slater;04/10/1957 02:20;female;married;0;1.03
Kamari;Taylor;05/24/1992 18:51;female;married;4;0.82
Mina;Contreras;06/23/1958 10:04;female;married;1;0.58
Miley;English;06/22/1963 16:33;female;married;4;0.88
Zora;Clemons;05/21/1972 15:56;female;single;2;0.96
Aniya;Gates;05/23/1990 01:13;female;single;1;1.48
Braylen;Jarvis;06/02/1976 08:19;male;married;2;0.71
Alexa;Hancock;12/31/1949 09:57;female;married;1;0.73
Ulises;Lee;12/31/1984 09:50;male;single;1;1.16
Troy;Wagner;05/25/1985 05:36;male;single;4;1.09
Robin;Herrera;06/08/1968 11:13;male;single;4;0.99
Fox;Fitzpatrick;11/23/1976 05:23;male;single;0;1.34
Peter;Goff;04/15/1942 01:56;male;married;1;0.96
Matteo;Finch;04/23/1985 03:24;male;married;0;0.59
Westley;Barr;05/14/1972 01:50;male;married;3;1.36
Zain;Morgan;09/23/1965 05:53;male;single;2;0.64
Jenesis;Stark;02/10/2000 15:17;female;married;0;1.45
Tristen;Newman;12/28/1945 08:21;male;single;3;1.14
Jamie;Howell;04/11/1940 00:29;female;single;3;0.99
Micah;Cooke;11/17/1998 03:47;male;married;0;0.99
Kalani;Medina;04/04/1956 00:55;female;married;4;1.38
Ayan;Mills;12/13/1943 12:49;male;single;1;0.61
Rosie;Wright;06/29/1955 00:56;female;married;1;1.27
Adeline;Sandoval;02/13/1994 19:37;female;married;1;0.81
Legacy;Davenport;10/10/1959 00:41;female;married;1;1.44
Jeffrey;Castro;05/06/1961 01:19;male;married;1;1.04
Elias;Wilkinson;07/04/1984 02:33;male;single;0;0.82
Crystal;Bailey;11/03/1997 19:59;female;married;4;1.34
Gerald;Maxwell;10/29/1944 09:47;male;single;1;1.4
Noa;Kirby;07/27/1949 04:23;female;married;0;1.03
Brinley;Church;08/17/1990 05:48;female;single;1;1.21
Marina;Baxter;06/11/1982 17:13;female;married;4;1.49
Rylie;Lynch;12/31/1994 12:56;female;single;2;0.98
Jamari;Ellison;09/30/1970 12:33;male;single;4;1.18
Hattie;Bradshaw;12/28/1948 11:04;female;single;1;0.7
Maliah;Collins;02/24/1957 03:38;female;married;0;0.84
Antonio;Stanton;04/29/2000 23:57;male;married;3;1.22
Emmeline;Vinson;03/05/1982 11:00;female;married;0;0.85
Tomas;Kaufman;07/10/1969 00:15;male;single;0;1.39
Seven;Leach;03/20/1960 09:55;male;married;3;0.86
Nyla;Gonzalez;10/22/1960 13:26;female;single;2;1.01
Estella;Monroe;09/09/1983 10:27;female;single;3;1.23
Nyla;Joyner;05/15/1957 13:50;female;married;1;1.06
Persephone;Jimenez;05/12/1991 19:59;female;single;3;0.82
Ximena;Tyson;05/02/1971 02:34;female;single;0;1.3
Layton;Oconnor;02/02/1998 19:45;male;single;1;0.95
Luca;Walton;10/15/1951 02:09;male;single;2;1.02
Hazel;Trevino;05/03/1942 16:43;female;married;3;0.77
Mylah;Johns;03/15/1974 05:09;female;single;2;0.9
Eric;Coleman;04/15/1989 14:23;male;single;2;0.94
Adonis;Valentine;10/28/1999 12:58;male;single;0;1.41
Soren;Steele;11/21/1996 10:59;male;married;1;0.66
Ivan;Gomez;06/29/1976 10:27;male;married;2;1.42
Adelaide;Goff;06/06/1965 09:48;female;married;0;0.61
Chloe;Mcleod;09/03/1986 15:04;female;married;0;1.44
Milan;Henderson;05/05/1957 19:38;male;single;2;0.95
Clark;Gray;09/08/1968 23:48;male;married;3;1.47
Mitchell;Rollins;01/29/1964 08:22;male;married;4;0.77
Raelyn;Weber;01/12/1984 14:54;female;single;2;1.42
Travis;Montoya;09/15/1943 17:07;male;married;0;1.11
Jazmine;Benton;03/03/1947 10:08;female;married;4;1.32
Clarissa;Stanton;11/20/1984 07:51;female;married;3;1.24
Carolina;Cruz;01/21/1980 22:06;female;married;2;1.27
Arjun;Washington;04/14/1977 11:28;male;married;1;0.52
Briana;Estrada;01/31/1999 23:06;female;married;3;0.67
Krew;Beach;08/29/1997 04:28;male;married;2;0.89
Leighton;Cooley;06/13/1962 13:02;male;married;0;0.85
Kylie;Thomas;03/01/1974 00:07;female;single;1;1.33
Aarav;Compton;11/18/1978 21:59;male;married;4;1.21
Barbara;Reeves;06/15/1960 01:03;female;single;4;0.97
Maddox;Brady;07/07/1997 15:30;male;single;3;0.69
Dante;David;05/24/1966 01:49;male;single;0;0.85
Colten;Hubbard;04/04/1954 22:55;male;married;2;1.29
Jaziel;Hayden;10/11/1965 00:18;male;single;1;0.81
Anderson;Gallegos;03/12/1957 18:37;male;married;0;0.68
Jamir;Bauer;11/27/1995 02:08;male;single;1;0.66
Genesis;Haley;04/14/1944 22:15;female;single;4;0.77
Jakob;Stuart;12/23/1990 20:04;male;single;0;1.01
Kennedi;Hendrix;11/07/1972 19:13;female;single;2;0.74
Juniper;Glenn;11/30/1958 06:56;female;married;0;0.82
Willow;Harris;05/13/1994 19:28;female;married;2;1.29
Astrid;Mack;01/17/1979 16:47;female;single;1;1.31
Michael;Moody;06/16/1949 18:36;male;married;1;1.09
Kiana;Petty;05/23/1983 00:55;female;single;3;0.76
Bruce;Mann;10/28/1956 13:14;male;single;4;0.52
Kathryn;Schneider;01/16/1984 02:56;female;married;4;0.97
Zola;Haney;09/21/1940 13:21;female;married;3;0.96
Aleah;Leon;01/09/1941 12:07;female;married;3;1.21
Kaisley;Mccarthy;06/09/1947 08:50;female;married;1;1.2
Evelynn;Gates;05/02/1947 20:52;female;single;0;0.54
Desmond;Lynn;02/04/1980 14:56;male;single;1;1.42
Lilith;Dudley;12/29/1967 19:50;female;single;0;0.76
Addyson;Deleon;10/29/1989 12:24;female;married;2;1.04
Bria;Mckee;06/13/1967 04:37;female;married;2;1.46
Lilyana;Mcintosh;07/25/1984 06:35;female;married;0;1.1
Colton;Nash;06/16/1954 13:24;male;single;4;0.67
Erick;Barber;04/22/1973 13:07;male;single;4;0.84
Cristian;Rojas;07/24/1968 05:19;male;single;4;1.19
Edgar;Graves;12/17/1949 08:13;male;single;3;1.37
Nicolas;Conrad;07/11/1977 12:14;male;single;3;0.7
Cole;Wilkins;01/27/1982 10:21;male;single;4;1.38
Kaliyah;Dickson;04/14/1948 13:41;female;single;2;0.84
Gloria;Keller;12/01/1954 16:49;female;single;3;0.63
Kamiyah;Keith;10/25/1971 15:12;female;single;4;1.11
Lennon;Decker;11/01/1987 17:21;female;married;0;1.04
Amber;Woodard;09/20/1972 05:10;female;married;2;0.73
Shelby;Mayer;07/10/1983 18:01;female;married;4;1.15
Kataleya;Cunningham;02/03/1975 21:11;female;single;1;1.07
Charlie;Compton;11/08/1944 22:47;male;married;1;0.53
Antonella;Langley;11/30/1975 04:20;female;married;4;0.9
Griffin;Holden;10/04/1989 19:31;male;single;2;0.68
Musa;Norton;11/01/1971 20:26;male;single;4;1.24
Malakai;Diaz;07/19/1983 07:52;male;single;2;1.16
Zyaire;Schwartz;12/06/1977 21:39;male;married;3;1.01
Lance;Ramirez;07/11/1984 11:24;male;single;3;1.07
Maggie;Watson;01/30/1996 09:59;female;single;3;0.99
Johanna;Butler;05/30/1994 00:21;female;single;2;1.42
Dallas;Mcintosh;02/19/1940 23:53;male;single;2;1.35
Maleah;Paul;09/01/1969 20:37;female;single;3;1.41
Dario;Andrews;11/20/1969 06:12;male;married;4;0.69
Briella;Hill;09/21/1956 12:13;female;single;0;0.53
Dexter;Bean;07/17/1978 22:28;male;single;1;1.13
Kaylin;Howell;07/29/1942 04:46;female;single;1;1.38
Greyson;Witt;01/19/1998 22:50;male;married;3;1.12
Amber;Herman;08/28/1992 00:40;female;married;0;0.65
Andres;Alston;12/25/1994 18:19;male;single;0;0.89
Luis;Harding;04/13/1973 09:55;male;single;4;1.02
Ariel;Weber;12/23/1970 12:53;female;married;1;0.76
Ricky;Adkins;07/20/1954 08:17;male;single;4;1.16
Donovan;Wheeler;03/18/1977 15:56;male;single;2;0.63
Rowan;Dickerson;11/14/1962 20:56;female;single;3;1.11
Nola;Montgomery;09/24/1969 00:02;female;single;4;1.12
Ayla;Farmer;03/06/1958 20:09;female;married;0;1.3
Elisabeth;Kane;01/31/1956 17:28;female;married;2;0.52
Ashley;Beck;09/12/1965 19:32;female;married;1;1.25
Aliana;Cherry;09/12/1973 10:28;female;single;2;1.12
Carter;English;12/02/1957 02:42;female;married;3;1.42
Rebekah;Velazquez;01/23/1994 11:05;female;single;0;1.48
Maddison;Knight;08/04/1982 22:23;female;single;1;0.66
Eugene;Vincent;04/05/1979 09:53;male;single;3;1.39
Zion;Camacho;11/09/1996 00:06;male;married;4;1.43
Enzo;Cochran;05/11/1970 12:01;male;married;2;1.04
Malayah;Thornton;06/08/1985 03:56;female;married;1;0.85
Alden;Skinner;08/25/1999 07:57;male;single;4;1.36
Bria;Wood;06/19/1965 18:25;female;single;0;1.33
Ryker;Greer;04/13/1945 19:33;male;married;2;0.59
Juan;Lawrence;11/13/1996 05:36;male;single;0;1.38
Randy;Kramer;01/23/1951 08:19;male;married;1;0.92
Ricardo;Bernard;11/03/1940 05:20;male;single;2;0.57
Daxton;Oneil;12/19/1948 08:29;male;married;4;1.14
Madalynn;Witt;07/24/1997 21:34;female;single;2;0.7
Ember;Mayer;02/09/1988 19:07;female;single;2;0.71
Royce;Conrad;03/19/1973 19:40;male;single;3;1.11
Royalty;Jackson;01/14/1967 20:51;female;married;3;1.41
Andre;Kramer;02/01/1942 12:09;male;married;4;0.52
Dante;Marshall;04/01/1994 13:38;male;single;4;1.13
Mario;Cochran;12/17/1997 10:19;male;married;3;1.42
Esmeralda;Golden;07/21/1951 21:15;female;married;3;0.95
Alanna;Harvey;05/16/1964 21:18;female;single;1;0.81
Noa;Pena;02/24/1964 10:16;female;single;1;0.58
Ahmed;Todd;01/08/1946 13:15;male;single;1;1.33
Malani;Mays;08/07/1988 21:59;female;single;4;0.55
Logan;Leblanc;12/03/1998 16:14;male;married;4;1.22
Taylor;Lucas;06/02/1957 02:41;male;single;3;0.72
Halo;Ward;12/31/1959 11:45;female;married;0;0.5
Rosalie;Joseph;04/01/1956 22:13;female;single;2;1.02
George;Calderon;02/11/2000 12:40;male;married;1;1.39
Blaze;Cameron;08/26/1977 08:22;male;single;2;0.71
Brayan;Daniel;04/10/1951 06:49;male;single;3;0.87
Jimena;Stafford;12/25/1966 13:58;female;married;3;1.32
Hadleigh;Serrano;02/21/1955 13:29;female;single;4;1.3
Alejandra;Oneal;01/01/1991 09:10;female;single;1;0.9
Lucy;Avila;03/18/1975 22:38;female;single;1;0.78
Joey;Willis;11/16/1949 09:04;male;single;0;0.97
Kylee;Dyer;07/18/1976 22:44;female;married;1;1.01
Logan;Ortega;10/05/1948 23:05;female;single;1;1.48
Layton;Pennington;10/18/1977 05:24;male;married;0;0.78
Lorelei;Rosales;10/25/1964 22:18;female;single;2;1.49
Fletcher;Mathews;03/10/1953 09:58;male;single;3;0.98
Anne;Alvarez;07/17/1968 21:17;female;married;3;0.77
Maren;Stanley;03/11/1985 22:54;female;married;3;1.47
Tucker;Phelps;02/19/1957 11:39;male;married;2;1.04
Adam;Wells;01/16/1980 08:19;male;single;1;1.18
Leonardo;Benjamin;05/12/1941 00:52;male;married;1;1.35
Stefan;Michael;09/20/1941 23:19;male;married;3;1.42
Ray;Grant;09/20/1963 17:51;male;married;1;1.14
Ermias;Stein;06/11/1960 01:32;male;married;4;0.93
Vihaan;Walls;03/25/1953 16:03;male;married;2;1.41
Payton;Stafford;08/22/1951 20:34;female;single;2;1.17
Andy;Gilmore;01/27/1992 01:34;male;married;0;0.62
Katalina;Ellison;05/22/1962 05:18;female;single;0;1.44
Ermias;Weiss;01/16/1971 22:10;male;single;4;0.67
Salvador;Nguyen;01/10/1991 10:31;male;married;0;0.74
Jamie;Ingram;06/13/1947 18:50;female;married;1;1.28
Mack;Howell;02/13/1956 10:07;male;single;4;0.64
Jairo;Guy;11/27/1985 01:05;male;single;0;1.03
Ignacio;Lopez;04/14/1958 09:01;male;single;1;0.92
Bellamy;Alston;09/05/1985 11:16;male;married;0;1.23
Galilea;Whitehead;04/12/1945 16:23;female;married;0;1.03
Dana;Vaughan;08/22/1995 08:23;female;single;3;1.17
Chris;Baxter;03/02/1972 02:19;male;single;0;1.02
Rodrigo;Powers;09/23/1976 23:23;male;married;0;1.36
Stefan;Bell;10/12/1956 03:33;male;single;2;1.26
Elliana;Mercer;05/14/1965 15:44;female;single;0;1.39
Ella;Joyner;11/26/1944 05:34;female;married;3;1.49
Zuri;Harrison;02/23/1963 13:44;female;single;0;1.12
Hector;Church;02/08/2000 03:16;male;married;0;1.43
Joel;Skinner;04/15/1964 09:48;male;married;4;0.89
Archer;Ochoa;10/20/1991 09:50;male;single;2;0.64
Elena;Hill;02/07/1958 16:52;female;single;4;1.09
Henrik;Cobb;08/01/1970 09:57;male;single;2;0.66
Lian;Wright;11/16/1977 02:41;male;single;4;0.51
